Sample_contact_address,Sample_contact_institute,protocol,Sample_contact_state,Sample_contact_department,Sample_description,Sample_source_name_ch1,Sample_type,gsm_id,SRR,Sample_molecule_ch1,Sample_platform_id,data_source,Sample_status,Sample_library_selection,Sample_title,read_type,Sample_contact_laboratory,SRX,Sample_data_row_count,Sample_extract_protocol_ch1,Sample_organism_ch1,Sample_relation,Sample_contact_zip/postal_code,Sample_last_update_date,Sample_contact_country,Sample_library_strategy,Sample_characteristics_ch1,Sample_geo_accession,Sample_channel_count,Sample_library_source,organism,Sample_supplementary_file_1,Sample_instrument_model,Sample_taxid_ch1,Sample_contact_email,Sample_data_processing,Sample_contact_name,sample_name,Sample_contact_city,Sample_series_id,Sample_submission_date
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173762,SRR3564090,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1881,PAIRED,Stephen Quake,SRX1789702,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2173762,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173762/suppl/GSM2173762_1000101506.C3.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1881,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173763,SRR3564091,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1882,PAIRED,Stephen Quake,SRX1789703,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2173763,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173763/suppl/GSM2173763_1000101506.B7.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1882,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173764,SRR3564092,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1883,PAIRED,Stephen Quake,SRX1789704,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: beta,GSM2173764,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173764/suppl/GSM2173764_1000101503.C1.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1883,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173765,SRR3564093,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1884,PAIRED,Stephen Quake,SRX1789705,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2173765,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173765/suppl/GSM2173765_1000101503.G3.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1884,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173766,SRR3564094,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1885,PAIRED,Stephen Quake,SRX1789706,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: ductal,GSM2173766,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173766/suppl/GSM2173766_1000101505.G3.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1885,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173767,SRR3564095,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1886,PAIRED,Stephen Quake,SRX1789707,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2173767,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173767/suppl/GSM2173767_1000101506.H10.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1886,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173768,SRR3564096,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1887,PAIRED,Stephen Quake,SRX1789708,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: alpha,GSM2173768,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173768/suppl/GSM2173768_1000101503.E1.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1887,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173769,SRR3564097,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1888,PAIRED,Stephen Quake,SRX1789709,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2173769,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173769/suppl/GSM2173769_1000101506.G10.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1888,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173770,SRR3564098,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1889,PAIRED,Stephen Quake,SRX1789710,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: beta,GSM2173770,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173770/suppl/GSM2173770_1000101503.G4.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1889,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173771,SRR3564099,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1890,PAIRED,Stephen Quake,SRX1789711,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: ductal,GSM2173771,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173771/suppl/GSM2173771_1000101505.B1.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1890,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173772,SRR3564100,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1891,PAIRED,Stephen Quake,SRX1789712,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: ductal,GSM2173772,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173772/suppl/GSM2173772_1000101505.F1.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1891,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173773,SRR3564101,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1892,PAIRED,Stephen Quake,SRX1789713,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2173773,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173773/suppl/GSM2173773_1000101506.G9.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1892,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173774,SRR3564102,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1893,PAIRED,Stephen Quake,SRX1789714,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: beta,GSM2173774,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173774/suppl/GSM2173774_1000101503.D2.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1893,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173775,SRR3564103,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1894,PAIRED,Stephen Quake,SRX1789715,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: beta,GSM2173775,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173775/suppl/GSM2173775_1000101503.G2.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1894,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173776,SRR3564104,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1895,PAIRED,Stephen Quake,SRX1789716,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: ductal,GSM2173776,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173776/suppl/GSM2173776_1000101505.C1.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1895,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173777,SRR3564105,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1896,PAIRED,Stephen Quake,SRX1789717,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: ductal,GSM2173777,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173777/suppl/GSM2173777_1000101505.H10.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1896,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173778,SRR3564106,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1897,PAIRED,Stephen Quake,SRX1789718,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2173778,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173778/suppl/GSM2173778_1000101506.E3.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1897,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173779,SRR3564107,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1898,PAIRED,Stephen Quake,SRX1789719,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2173779,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173779/suppl/GSM2173779_1000101506.G7.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1898,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173780,SRR3564108,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1899,PAIRED,Stephen Quake,SRX1789720,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2173780,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173780/suppl/GSM2173780_1000101506.D9.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1899,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173781,SRR3564109,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1900,PAIRED,Stephen Quake,SRX1789721,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2173781,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173781/suppl/GSM2173781_1000101506.A10.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1900,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173782,SRR3564110,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1901,PAIRED,Stephen Quake,SRX1789722,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: acinar,GSM2173782,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173782/suppl/GSM2173782_1000101506.D1.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1901,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173783,SRR3564111,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1902,PAIRED,Stephen Quake,SRX1789723,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: unsure,GSM2173783,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173783/suppl/GSM2173783_1000101506.C4.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1902,Stanford,GSE81547,May 20 2016
"James H. Clark Center, 318 Campus Drive,",Stanford University,cDNA,CA,Bioengineering,Single cell from human pancreas,Pancreatic islet,SRA,GSM2173784,SRR3564112,total RNA,GPL18573,SRA,Public on Sep 28 2017,cDNA,1yr_male_cell1903,PAIRED,Stephen Quake,SRX1789724,0,Each cell’s cDNA fragment profile was individually inspected and only wells with successful amplification products (concentration higher than 0.06 ng/ul) and with no detectable RNA degradation were selected for final library preparation. Tagmentation assays and barcoded sequencing libraries were prepared using Nextera XT kit (FC-131-1024; Illumina) according to the manufacturer’s instructions. Barcoded libraries were pooled and subjected to 75 bp paired-end sequencing on the Illumina NextSeq instrument.,Homo sapiens,SRA: https://www.ncbi.nlm.nih.gov/sra?term,94305,Sep 28 2017,USA,RNA-Seq,inferred_cell_type: delta,GSM2173784,1,transcriptomic,Homo sapiens,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2173nnn/GSM2173784/suppl/GSM2173784_1000101503.H4.csv.gz,Illumina NextSeq 500,9606,martin.enge@gmail.com,Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample,"Martin,,Enge",1yr_male_cell1903,Stanford,GSE81547,May 20 2016
